city,zone,zone_type,locality
Nellore,Nellore,ZONE,Lingaraju Agraharam
Guntur,Guntur,ZONE,Dandamudi
Guntur,Guntur,ZONE,Jupudi
South Goa,South Goa,ZONE,A.P.Dabolim
North 24 Parganas,North 24 Parganas,ZONE,Sajirhat
San Juan,San Juan Region,ZONE,Isabelita
Hyderabad,Marredpally,ZONE,West Marredpally
Ahmedabad,Maninagar,ZONE,Manek Chowk
Guntur,Guntur,ZONE,Chintapalle
Kottayam,Kottayam,ZONE,Muttappally
Thrissur,Thrissur,ZONE,Arattupuzha
Nellore,Nellore,ZONE,Vutukur
Noida,Sector 25,ZONE,Sector 25
Tiruchirappalli,Tiruchirappalli,ZONE,Kattuputhur
Lucknow,Ashiyana,ZONE,Military Hospital
Vadodara,Raopura,ZONE,Pratapnagar R.S.
Jakarta,Kebon Jeruk/Tomang/Slipi,ZONE,Tambora
Indore,Old Indore,ZONE,Siyaganj
Hooghly,Hooghly,ZONE,Palaspai
Puducherry,Puducherry,ZONE,Sulthanpet
Amritsar,Amritsar,ZONE,Sarhali
Nellore,Nellore,ZONE,Nekunampeta
Jakarta,PuloGadung/Duren Sawit,ZONE,Cipinang Cempedak
Salem,Salem,ZONE,Leigh Bazaar
Tangerang,Tangerang,ZONE,Laksana
Kolkata,Park street,ZONE,Little Russel Street
Hooghly,Hooghly,ZONE,Dhulepur
Mangalore,Mangalore,ZONE,Mithabail
Cavite,Cavite,ZONE,General Mariano Alvarez
Bhopal,Central Bhopal,ZONE,Gautam Nagar
Guntur,Guntur,ZONE,Konakanchivaripalem
Guntur,Guntur,ZONE,Rudravaram
North 24 Parganas,North 24 Parganas,ZONE,Abdalpur
Quezon City,Quezon Region,ZONE,Fairview
Faridabad,Faridabad,ZONE,Mathura Road
Ranchi,Ranchi,ZONE,Sarle
Ranchi,Ranchi,ZONE,Chandra
Mysore,Mysore,ZONE,Kaveripura
Kannur,Kannur,ZONE,Neerveli
Kannur,Kannur,ZONE,Thattummal
Tiruchirappalli,Tiruchirappalli,ZONE,Mettupalayam
Tiruchirappalli,Tiruchirappalli,ZONE,Thulayanatham
Warangal,Warangal,ZONE,K C Colony
Tirunelveli,Tirunelveli,ZONE,Sadayappapuram
Tirunelveli,Tirunelveli,ZONE,Kalladichidambarapuram
Bangalore,Banaswadi,ZONE,KH Road
Bangalore,Yelahanka,ZONE,Kodigehalli
Warangal,Warangal,ZONE,Repakpalli
Chittoor,Chittoor,ZONE,Brahmanapalle
Chittoor,Chittoor,ZONE,Puthur
Chittoor,Chittoor,ZONE,Agaram
Chittoor,Chittoor,ZONE,Jagannathapuram
Guntur,Guntur,ZONE,Siripudi
Coimbatore,Gandhipuram,ZONE,Selvapuram
Hyderabad,Punjagutta,ZONE,Punjagutta
Salem,Salem,ZONE,Koil Puthur
Lucknow,Hazratganj,ZONE,Nishath Ganj
North 24 Parganas,North 24 Parganas,ZONE,Mamudpur
Mysore,Mysore,ZONE,Kalale
Ernakulam,Tripunithura,ZONE,Ooramana
Ernakulam,Kakkanad,ZONE,Muppathadam
Ernakulam,Kakkanad,ZONE,Paravur
Kozhikode,Kozhikode,ZONE,Parappil
Aurangabad,Aurangabad,ZONE,Bhalgaon
Aurangabad,Aurangabad,ZONE,High Court Building
Aurangabad,Aurangabad,ZONE,Waladgaon
Tiruchirappalli,Tiruchirappalli,ZONE,Valaiyur
Warangal,Warangal,ZONE,Jangligonda
Tirunelveli,Tirunelveli,ZONE,Ariyur
Warangal,Warangal,ZONE,Kalleda
Aurangabad (BH),Aurangabad (BH),ZONE,Sansa
Bilaspur,Bilaspur,ZONE,Lofandi
Rajahmundry,Rajahmundry,ZONE,Sarangadarametta
Rajahmundry,Rajahmundry,ZONE,Venkatanagram
Guntur,Guntur,ZONE,Navuluru
Erode,Erode,ZONE,Savandapur
North 24 Parganas,North 24 Parganas,ZONE,East Bishnupur
North 24 Parganas,North 24 Parganas,ZONE,Sayestanagar
Bangalore,Yelahanka,ZONE,Chikballapur
Kozhikode,Kozhikode,ZONE,Karayad
Thrissur,Thrissur,ZONE,Mannalamkunu
Thrissur,Thrissur,ZONE,Marottichal
Visakhapatnam,Gajuwaka,ZONE,Tarluvada
Thrissur,Thrissur,ZONE,Moorkkanad
Nellore,Nellore,ZONE,Pottepalem
Warangal,Warangal,ZONE,Kogilvai
Warangal,Warangal,ZONE,Garimillapalli
Chittoor,Chittoor,ZONE,Gundlapalle
Tirunelveli,Tirunelveli,ZONE,Pambukoilshandy
Chittoor,Chittoor,ZONE,Satyavedu
Dantewada,Dantewada,ZONE,Darbha
Guntur,Guntur,ZONE,Vallabhapuram
Allahabad,Allahabad,ZONE,Karma
Guntur,Guntur,ZONE,Industrial Estate
Mohali,Mohali,ZONE,Pb.School Ed.Board Ph-8
Jaipur,Raja Park,ZONE,Crpf Campus Lalwas
Jaipur,Vidhyadhar Nagar,ZONE,Amba Bari
Jaipur,Raja Park,ZONE,Banar
Hooghly,Hooghly,ZONE,Bikramnagar Bali
Madurai,Madurai,ZONE,Tirumal
Guntur,Guntur,ZONE,Petasannegandla
North 24 Parganas,North 24 Parganas,ZONE,Nakpul Kuchlia
North 24 Parganas,North 24 Parganas,ZONE,Narabunia
São Paulo,Bela Vista,ZONE,Saúde
Bhubaneswar,Bhubaneswar,ZONE,Gajapati Nagar
Faridabad,Faridabad,ZONE,Sector 16A
North 24 Parganas,North 24 Parganas,ZONE,Purantan Bongaon
Chennai,Chennai North,ZONE,Madhavaram
South Goa,South Goa,ZONE,Valkini
Ahmedabad,Saraspur,ZONE,Asarwa Chakla
Singapore,Sengkang,ZONE,Hougang
Jakarta,Cengkareng/Penjaringan/Kalideres,ZONE,Cengkareng Timur
Ranchi,Ranchi,ZONE,Hurdag
Ranchi,Ranchi,ZONE,Patrachauli
Ranchi,Ranchi,ZONE,Sanri
Ernakulam,Panampilly Nagar,ZONE,Ernakulam Hindi Prachar Sabha
Kannur,Kannur,ZONE,Nedungome
Ernakulam,Kakkanad,ZONE,South Vazhakulam
Kottayam,Kottayam,ZONE,Kumaranalloor
Jakarta,Cengkareng/Penjaringan/Kalideres,ZONE,Pegadungan
Kozhikode,Kozhikode,ZONE,Perumanna
Aurangabad,Aurangabad,ZONE,Palshi
Nellore,Nellore,ZONE,Sydapuram
Kottayam,Kottayam,ZONE,Vadakara - Thalayolaparabu
Pune,Vishrantwadi,ZONE,Chandan Nagar
Tiruchirappalli,Tiruchirappalli,ZONE,Samudram
Bhubaneswar,Bhubaneswar,ZONE,Station Bazar
Warangal,Warangal,ZONE,Bhanjipet
Chittoor,Chittoor,ZONE,Konerukuppam
Kozhikode,Kozhikode,ZONE,Pasukkadavu
Aurangabad,Aurangabad,ZONE,Wahegaon
Tirunelveli,Tirunelveli,ZONE,Kundakulam
Tirunelveli,Tirunelveli,ZONE,Tirunelveli East
Amritsar,Amritsar,ZONE,Saidoke
Guntur,Guntur,ZONE,Mandadam
Chittoor,Chittoor,ZONE,T.Rachapalle
Allahabad,Allahabad,ZONE,Dhanaura
Meerut,Sadar Bazaar,ZONE,Khair Nagar
Kolkata,Dum dum,ZONE,Baguihati
Nellore,Nellore,ZONE,Nookanapalli
Chennai,Chennai Central,ZONE,Anna Nagar
Kolkata,Howrah,ZONE,Customs House
Delhi,Pitampura,ZONE,Azadpur
Surat,Vesu,ZONE,Bharthana
Singapore,City,ZONE,Coleman Street
Hooghly,Hooghly,ZONE,Muktarpur Belekusma
Jamshedpur,Jamshedpur,ZONE,M.G.M Medical College
Ranchi,Ranchi,ZONE,Silli
Puducherry,Puducherry,ZONE,Pillaichavady
Mysore,Mysore,ZONE,Krishna Raja Mohalla
Ernakulam,Tripunithura,ZONE,Pothanicaud
Nellore,Nellore,ZONE,Irlapadu
Salem,Salem,ZONE,Vadugapatti
Aurangabad,Aurangabad,ZONE,Chittegaon
Mysore,Mysore,ZONE,Honnapura
Ernakulam,Kakkanad,ZONE,Koonammavu
Bangalore,Electronics City,ZONE,Electronics City
Chittoor,Chittoor,ZONE,Akkurthi
Kozhikode,Kozhikode,ZONE,Chennamangallur
Salem,Salem,ZONE,Seshanchavadi
Warangal,Warangal,ZONE,Gangapur
Chittoor,Chittoor,ZONE,Bommasamudram
Amritsar,Amritsar,ZONE,Uggar Aulakh
Lucknow,Hazratganj,ZONE,Rusena
Lucknow,Hazratganj,ZONE,Rasoolpur Tikaniamau
Bilaspur,Bilaspur,ZONE,Sargaon
Delhi,Karol bagh,ZONE,Karol Bagh
Delhi,Cannought place,ZONE,Connaught Place
Erode,Erode,ZONE,Erode Railway Colony
Madurai,Madurai,ZONE,Athikaripatti
Salem,Salem,ZONE,Kolanaickenpatti
North 24 Parganas,North 24 Parganas,ZONE,Nahata
Erode,Erode,ZONE,Kallivalasu
São Paulo,Jabaquara,ZONE,Brooklin
South Tangerang,South Tangerang,ZONE,Rengas
Bangalore,Yelahanka,ZONE,Yelahanka New Town
Kolkata,Tollygunge,ZONE,Regent Park
North 24 Parganas,North 24 Parganas,ZONE,Kirtipur
Makati,Makati Region,ZONE,Poblacion
Mumbai,Fort area,ZONE,Fort
Pune,Vishrantwadi,ZONE,MG Road
Nellore,Nellore,ZONE,Buchi Bus Stand
Mangalore,Mangalore,ZONE,Srinivasnagar
Ernakulam,Kakkanad,ZONE,Kanjoor
Kottayam,Kottayam,ZONE,Kannimala
Kannur,Kannur,ZONE,Peringome
Thiruvananthapuram,Thiruvananthapuram,ZONE,TVM R.K Mission
Tirunelveli,Tirunelveli,ZONE,Kovaikulam
Warangal,Warangal,ZONE,Rajanpalli
Tirunelveli,Tirunelveli,ZONE,Melathiru Vengadanathapuram
Aurangabad (BH),Aurangabad (BH),ZONE,Gardi
Allahabad,Allahabad,ZONE,Jhunsi
Coimbatore,Race Course,ZONE,Coimbatore Collectorate
Hyderabad,Afzal gunj,ZONE,Kishanbagh
Nellore,Nellore,ZONE,Choudaripalem
Salem,Salem,ZONE,Manivilundan Colony
Allahabad,Allahabad,ZONE,Transport Nagar
Faridabad,Faridabad,ZONE,DLF Industrial Area
Kolkata,Gariahat,ZONE,Gariahat
Manila,Manila Region,ZONE,Intramuros
Las Pinas,Las Pinas Region,ZONE,BF Homes
Mumbai,Fort area,ZONE,Charni Road
Delhi,Janakpuri,ZONE,Vikas Nagar
Ranchi,Ranchi,ZONE,Deputy Para
Mysore,Mysore,ZONE,Kanagal
Ernakulam,Kakkanad,ZONE,Puthenvelikkara
Nagpur,Wardhaman Nagar,ZONE,Ganesh Nagar
Kozhikode,Kozhikode,ZONE,Nellicode
Thiruvananthapuram,Thiruvananthapuram,ZONE,Cheriakolla
Thiruvananthapuram,Thiruvananthapuram,ZONE,Kidarakuzhy
Tiruchirappalli,Tiruchirappalli,ZONE,Karaipatti
Tirunelveli,Tirunelveli,ZONE,Pavoorchatram
Puducherry,Puducherry,ZONE,Maducore
Warangal,Warangal,ZONE,Khanapur
Tirunelveli,Tirunelveli,ZONE,Anaigudi
Bangalore,Indiranagar,ZONE,Jeevanbhimanagar
Warangal,Warangal,ZONE,Thimmapur
Thiruvananthapuram,Thiruvananthapuram,ZONE,Puvar
Thrissur,Thrissur,ZONE,Andathode
Nashik,Gangapur Road,ZONE,Gole Colony
Warangal,Warangal,ZONE,Dharmaraopet
Warangal,Warangal,ZONE,Fathepur
Bangalore,HSR Layout,ZONE,Sarjapura
Chittoor,Chittoor,ZONE,Irikipenta
Allahabad,Allahabad,ZONE,Dumduma
Kanpur,Kakadeo,ZONE,Armapore Estate
Thiruvananthapuram,Thiruvananthapuram,ZONE,Dhanuvachapuram
Thiruvananthapuram,Thiruvananthapuram,ZONE,Thekkuppara
Nellore,Nellore,ZONE,Bodasi Idayapalli
Aurangabad,Aurangabad,ZONE,Bhakarwadi
Nellore,Nellore,ZONE,Lingasamudram
Tiruchirappalli,Tiruchirappalli,ZONE,Kalpatti
Warangal,Warangal,ZONE,Duggondi
Warangal,Warangal,ZONE,Gabbeta
Bilaspur,Bilaspur,ZONE,Masturi
Guntur,Guntur,ZONE,Nevalikallu
Bhopal,South Bhopal,ZONE,Vidya Vihar
Aurangabad,Aurangabad,ZONE,Kolhi
Chittoor,Chittoor,ZONE,Sonnarasanapalle
Erode,Erode,ZONE,Periyavettuvapalayam
Guntur,Guntur,ZONE,Garlapadu
Tirunelveli,Tirunelveli,ZONE,Kuvalaikanni
Erode,Erode,ZONE,Gettavadi
Madurai,Madurai,ZONE,Keelamathur
Guntur,Guntur,ZONE,Pedaravuru
Guntur,Guntur,ZONE,Tulluru
Karur,Karur,ZONE,Sivayam
Salem,Salem,ZONE,Varagur
South Tangerang,South Tangerang,ZONE,Babakan
Indore,Vijaynagar,ZONE,Patni Pura
Chittoor,Chittoor,ZONE,Sadakuppam
Ghaziabad,Vaishali,ZONE,Chander Nagar
Delhi,Vasant kunj,ZONE,Kishangarh
Delhi,Shahdara,ZONE,Sahibabad
North 24 Parganas,North 24 Parganas,ZONE,Chand Para Bazar
Singapore,Sengkang,ZONE,Sembawang
Jakarta,Cempaka Putih/Kemayoran/Menteng/Tanah abang,ZONE,Kwitang
Aurangabad,Aurangabad,ZONE,Shah Bazar
Singapore,Woodlands,ZONE,Admiralty
Aurangabad (BH),Aurangabad (BH),ZONE,Jagdishpur
Chandigarh,Sector 20,ZONE,Zirakpur
Vadodara,Raopura,ZONE,Sundarpura
Kanpur,Chunniganj,ZONE,R K Nagar
Indore,Old Indore,ZONE,Bada Ganpati
Ahmedabad,Naranpura,ZONE,Digvijaynagar
Ernakulam,Kakkanad,ZONE,Koovappara
Ernakulam,Tripunithura,ZONE,Kinginimattom
Kannur,Kannur,ZONE,Vellora
Kannur,Kannur,ZONE,Chettiamparamba
Ranchi,Ranchi,ZONE,Jaherbargari
Ranchi,Ranchi,ZONE,"CMD, CMPDIL, Kanke Rd. Ranchi"
Kannur,Kannur,ZONE,Malayampadi
Thiruvananthapuram,Thiruvananthapuram,ZONE,Iroorpara
Thrissur,Thrissur,ZONE,Koonamoochi
Tiruchirappalli,Tiruchirappalli,ZONE,Ettarai
Tiruchirappalli,Tiruchirappalli,ZONE,Ramjeenagar
Tirunelveli,Tirunelveli,ZONE,Manappadaiveedu
Bangalore,Majestic,ZONE,Wilson Garden
Bangalore,Electronics City,ZONE,Indalavadi
Thrissur,Thrissur,ZONE,Santhipuram
Thrissur,Thrissur,ZONE,Vallivattam
Kannur,Kannur,ZONE,Mooriyad
Aurangabad,Aurangabad,ZONE,Parsoda
Kozhikode,Kozhikode,ZONE,Katalur
Nellore,Nellore,ZONE,Ramudupalem
Nellore,Nellore,ZONE,Perimidi
Salem,Salem,ZONE,Vaikuntham
Warangal,Warangal,ZONE,Gundrathimadugu
Kozhikode,Kozhikode,ZONE,Chelannur
Kozhikode,Kozhikode,ZONE,Mayanad
Thiruvananthapuram,Thiruvananthapuram,ZONE,Anad
Bhopal,South Bhopal,ZONE,MP Bhoj Open University ITI Gas
Tiruchirappalli,Tiruchirappalli,ZONE,Varakuppai
Aurangabad,Aurangabad,ZONE,Vaijapur
Allahabad,Allahabad,ZONE,Badagaon
Guntur,Guntur,ZONE,Patlaveedu
Bhubaneswar,Bhubaneswar,ZONE,Nuapada
Amritsar,Amritsar,ZONE,Maluwal
Guntur,Guntur,ZONE,Doppalapudi
Kottayam,Kottayam,ZONE,Vaikaprayar
Madurai,Madurai,ZONE,Kudakoil
Chittoor,Chittoor,ZONE,Thatiguntapalem
Kanpur,Kakadeo,ZONE,Jawahar Nagar
Kolkata,Dum dum,ZONE,Netaji Colony
North 24 Parganas,North 24 Parganas,ZONE,Karanga
Warangal,Warangal,ZONE,Jangaon
Aurangabad (BH),Aurangabad (BH),ZONE,Dhadhapi
Allahabad,Allahabad,ZONE,Dari
Lucknow,Aliganj,ZONE,Mawai Padiyana
Delhi,Rohini,ZONE,Rohini Sector 36
Bangalore,Yelahanka,ZONE,Bagalur
Vadodara,Raopura,ZONE,Sharadnagar
Guntur,Guntur,ZONE,Gudivada
Madurai,Madurai,ZONE,Sowdarpatti
Jakarta,Cempaka Putih/Kemayoran/Menteng/Tanah abang,ZONE,Kebon Kosong
Meerut,Sadar Bazaar,ZONE,Shivpuri
Hooghly,Hooghly,ZONE,Baradangal
Guntur,Guntur,ZONE,Garikapadu
Guntur,Guntur,ZONE,Kollipara
Salem,Salem,ZONE,V.Kongarapatti
Tangerang,Tangerang,ZONE,Renged
Puducherry,Puducherry,ZONE,Kuruchikuppam
Hyderabad,Mehdipatnam,ZONE,Shaikpet
Erode,Erode,ZONE,Ganapathipalayam
Erode,Erode,ZONE,Kunnathur
Tangerang,Tangerang,ZONE,Talagasari
Hooghly,Hooghly,ZONE,Nayasarai
São Paulo,Bela Vista,ZONE,Vila Olímpia
Meerut,Saket Ganganagar,ZONE,Mawana
South Goa,South Goa,ZONE,Curti
Jaipur,Raja Park,ZONE,Raja Park Colony
Erode,Erode,ZONE,Vellakoil
Amritsar,Amritsar,ZONE,Jabowal
Faridabad,Faridabad,ZONE,Janauli
São Paulo,Itaquera,ZONE,Jardim Adelaide
Ernakulam,Kakkanad,ZONE,Thottakkattukara
Vijayawada,Suryaraopet,ZONE,Currency nagar
Nellore,Nellore,ZONE,Chittamur
Tangerang,Tangerang,ZONE,Alam Jaya
Thiruvananthapuram,Thiruvananthapuram,ZONE,Pallichal
Nellore,Nellore,ZONE,Chinna Nagampalli
Tiruchirappalli,Tiruchirappalli,ZONE,Pannankombu
Tirunelveli,Tirunelveli,ZONE,Kila Ambur
Mumbai,Juhu,ZONE,Vileparle
Chennai,Chennai South 1,ZONE,Ashok Nagar
South Goa,South Goa,ZONE,Ambelim
South Goa,South Goa,ZONE,Varca
Ahmedabad,Satellite,ZONE,Anandnagar
Warangal,Warangal,ZONE,Kamareddipalli
Aurangabad (BH),Aurangabad (BH),ZONE,Apiru
Lucknow,Hazratganj,ZONE,Gokhley Marg
Bilaspur,Bilaspur,ZONE,Bandha
Hooghly,Hooghly,ZONE,Singur
Hooghly,Hooghly,ZONE,Kankrakuli
Coimbatore,Race Course,ZONE,Redfields
Hyderabad,Mehdipatnam,ZONE,Masab Tank
Hyderabad,Kukatpally,ZONE,Nizampet
Karur,Karur,ZONE,Valayalkaranpudur
Ranchi,Ranchi,ZONE,Ichadag
Bhubaneswar,Bhubaneswar,ZONE,Arugul
Kottayam,Kottayam,ZONE,Poothakuzhy
Ernakulam,Kakkanad,ZONE,Paduvapuram
Thrissur,Thrissur,ZONE,Elavally South
Nellore,Nellore,ZONE,Beripeta
Nellore,Nellore,ZONE,Brahmanapalli
Nellore,Nellore,ZONE,Kondayapalem
Visakhapatnam,MVP,ZONE,Gullepalle
East Khasi Hills,Shillong-East Khasi Hills,ZONE,Mawkriah
Bangalore,Indiranagar,ZONE,Indiranagar
Tirunelveli,Tirunelveli,ZONE,Terkukarungulam
Kozhikode,Kozhikode,ZONE,Mannur
Bhopal,East Bhopal,ZONE,Khajuri Sadak
Tangerang,Tangerang,ZONE,Mekar Jaya
Quezon City,Quezon Region,ZONE,Escopa II
North 24 Parganas,North 24 Parganas,ZONE,Thoara
Mumbai,Fort area,ZONE,Kalbadevi
Warangal,Warangal,ZONE,Bhupalapalli
Amritsar,Amritsar,ZONE,Lalu Ghuman
Lucknow,Ashiyana,ZONE,Samesi
Amritsar,Amritsar,ZONE,Kotli Dhole Shah
Tiruchirappalli,Tiruchirappalli,ZONE,A.A. College
Pune,Pimpri chinchwad,ZONE,Dighi Camp
Warangal,Warangal,ZONE,Kesamudram Town
Bangalore,Majestic,ZONE,Race Course Road
Warangal,Warangal,ZONE,Hussainpalli
Guntur,Guntur,ZONE,Kondaveedu
North 24 Parganas,North 24 Parganas,ZONE,Dheknamari
North 24 Parganas,North 24 Parganas,ZONE,Simulia
Kolkata,Tollygunge,ZONE,Southern Avenue
Hyderabad,Sanath nagar,ZONE,CIE Balanagar
Gurgaon,Manesar,ZONE,Gurgaon Sector 108
Jaipur,Raja Park,ZONE,Jawahar Nagar
Guntur,Guntur,ZONE,Voleru
Kannur,Kannur,ZONE,Aravanchal
Jaipur,Jhotwara,ZONE,Bandha Jamwaramgarh
Nellore,Nellore,ZONE,Rajavolu
Madurai,Madurai,ZONE,Madurai Palace
Madurai,Madurai,ZONE,Kallampatti
Kozhikode,Kozhikode,ZONE,Edavarad
Thiruvananthapuram,Thiruvananthapuram,ZONE,Tirumala
Tiruchirappalli,Tiruchirappalli,ZONE,Perur
Singapore,Woodlands,ZONE,Marsiling
Chandigarh,Sector 36,ZONE,Sector-45
Delhi,Dwarka,ZONE,Dwarka Sector 16
Gurgaon,CivilLines,ZONE,Housing Board Colony
East Khasi Hills,Shillong-East Khasi Hills,ZONE,Trangpleng
Warangal,Warangal,ZONE,Mucherla
Bangalore,Indiranagar,ZONE,Domlur
Chittoor,Chittoor,ZONE,Damodaramaharajapuram
Bilaspur,Bilaspur,ZONE,Nawagaon
Bilaspur,Bilaspur,ZONE,Belsari
Panchkula,Panchkula,ZONE,Chandi Mandir Cantt
Indore,Vijaynagar,ZONE,Mahalaxmi Nagar Colony
Ranchi,Ranchi,ZONE,Chirudih
Amritsar,Amritsar,ZONE,Chamiari
Hooghly,Hooghly,ZONE,Nimdanga
Madurai,Madurai,ZONE,Mullipallam
Salem,Salem,ZONE,Magnesite Mines
Salem,Salem,ZONE,Maravaneri
Tangerang,Tangerang,ZONE,Panunggangan
Puducherry,Puducherry,ZONE,Orleanpet
Singapore,City,ZONE,Telok Ayer
Hooghly,Hooghly,ZONE,Debkhanda
Mangalore,Mangalore,ZONE,Kinnigoli
Kannur,Kannur,ZONE,Attadappa
Karur,Karur,ZONE,A.Meenakshivalasu
Karur,Karur,ZONE,Mudiganam
Madurai,Madurai,ZONE,Melur
Hooghly,Hooghly,ZONE,Begampur
Quezon City,Quezon Region,ZONE,Lourdes
South Goa,South Goa,ZONE,Talaulim
Singapore,Orchard,ZONE,Holland
Bangalore,Banashankari + RR Nagar,ZONE,Bidadi
Ranchi,Ranchi,ZONE,Jharkhand Vidhan Sabha
Kannur,Kannur,ZONE,Koyyam
Kottayam,Kottayam,ZONE,Thellakom
Aurangabad,Aurangabad,ZONE,Adgaon
Nellore,Nellore,ZONE,Gottigundala
Tirunelveli,Tirunelveli,ZONE,Kannanallur
Warangal,Warangal,ZONE,Karkala
Warangal,Warangal,ZONE,Kamaram
Tirunelveli,Tirunelveli,ZONE,Kulayaneri
Aurangabad (BH),Aurangabad (BH),ZONE,Amas
Aurangabad (BH),Aurangabad (BH),ZONE,Udhampur
Lucknow,Hazratganj,ZONE,Thakurganj
North Goa,North Goa,ZONE,Caisua
Amritsar,Amritsar,ZONE,Miran Kot
Chennai,Chennai North,ZONE,Agaram
Erode,Erode,ZONE,Dalavoipattinam
Hyderabad,Kachiguda,ZONE,Ramkoti
Vijayawada,Benz Circle,ZONE,Patamata
Jakarta,Kramat Jati/Pasar Rebo,ZONE,Pekayon
Lucknow,Gomtinagar,ZONE,vijyant khand
Kolkata,Bhowanipore,ZONE,Bhawanipore
Kolkata,Central,ZONE,Manicktala
Pune,Pimpri chinchwad,ZONE,Bhosari
Surat,Varaccha,ZONE,Laskana
Kozhikode,Kozhikode,ZONE,Nooramthode
Kozhikode,Kozhikode,ZONE,Vengeri
Thiruvananthapuram,Thiruvananthapuram,ZONE,Pachallur
Thrissur,Thrissur,ZONE,Kallepadam
Tiruchirappalli,Tiruchirappalli,ZONE,Sennakarai
Tiruchirappalli,Tiruchirappalli,ZONE,Poosaripatti
Warangal,Warangal,ZONE,Chinnaboinapalli
Tiruchirappalli,Tiruchirappalli,ZONE,Veeramachampatti
Warangal,Warangal,ZONE,Chowtaparthy
Chittoor,Chittoor,ZONE,Adavibudugur
Amritsar,Amritsar,ZONE,Rani Villa
Jakarta,Kebon Jeruk/Tomang/Slipi,ZONE,Duri Selatan
Noida,Sector 25,ZONE,Sector 23
Ernakulam,Kakkanad,ZONE,Cheranalloor
Thrissur,Thrissur,ZONE,Paralam
Nellore,Nellore,ZONE,Nandipadu
Warangal,Warangal,ZONE,Kollapur
Thrissur,Thrissur,ZONE,Murikkungal
Tiruchirappalli,Tiruchirappalli,ZONE,Mettupatti
Warangal,Warangal,ZONE,Aknoor
Warangal,Warangal,ZONE,Danampalli
Warangal,Warangal,ZONE,Marrimuchal
Patna,Raja Bazar,ZONE,Bihta
Patna,Raja Bazar,ZONE,Dewan
Bhubaneswar,Bhubaneswar,ZONE,Jhinti Sasan
Tirunelveli,Tirunelveli,ZONE,Maruthankinar
Amritsar,Amritsar,ZONE,Kot Atma Ram
Amritsar,Amritsar,ZONE,Lakhuwal
Lucknow,Ashiyana,ZONE,Deoti
Delhi,Shastri nagar,ZONE,Shastri Nagar
Guntur,Guntur,ZONE,Kolakaluru
Kolkata,Bhowanipore,ZONE,Chowringhee Road
Salem,Salem,ZONE,Chinnathanda
North 24 Parganas,North 24 Parganas,ZONE,Anandapuri
Delhi,Rohini,ZONE,Rohini Sector 38
Mumbai,Bandra,ZONE,Linking Road
Bangalore,Whitefield,ZONE,Channasandra
Ernakulam,Kakkanad,ZONE,Peringala
Kozhikode,Kozhikode,ZONE,Muthappan Puzha
Thrissur,Thrissur,ZONE,Vellikulangara
Tiruchirappalli,Tiruchirappalli,ZONE,Manachanalloor
Tiruchirappalli,Tiruchirappalli,ZONE,N.Poolampatti
Kottayam,Kottayam,ZONE,Kudavechoor
Tirunelveli,Tirunelveli,ZONE,Kambapacheri
Lucknow,Hazratganj,ZONE,Ganesh Ganj
Bilaspur,Bilaspur,ZONE,Kodwa
Rajahmundry,Rajahmundry,ZONE,Stadium Road
Delhi,Nehru place,ZONE,Sukhdev Vihar
Nellore,Nellore,ZONE,Venkatagiri Town
Pune,Pimpri chinchwad,ZONE,Pimple Nilakh
Bangalore,HSR Layout,ZONE,Jakkasandra
Warangal,Warangal,ZONE,Rangapur Project Nagar
Amritsar,Amritsar,ZONE,Sialka
Lucknow,Gomtinagar,ZONE,Malhaur
Bangalore,Hebbal + HBR layout,ZONE,Sadashivanagar
Aurangabad (BH),Aurangabad (BH),ZONE,Kurwan
Bilaspur,Bilaspur,ZONE,Pendra Road
Amritsar,Amritsar,ZONE,Bhinder
Amritsar,Amritsar,ZONE,Dhanoakalan
Lucknow,Hazratganj,ZONE,Gaunda
Amritsar,Amritsar,ZONE,Vairowal
Karur,Karur,ZONE,Varavanai
Madurai,Madurai,ZONE,Tiruvedagam West
Salem,Salem,ZONE,Kariyakoil
Quezon City,Quezon Region,ZONE,Blue Ridge B
Delhi,Model town,ZONE,Kalyan Vihar
Surat,Katragam,ZONE,Aganovad
Ranchi,Ranchi,ZONE,Khatri Khatanga
Ranchi,Ranchi,ZONE,Pundidiri
Puducherry,Puducherry,ZONE,Mutrampattu
Kannur,Kannur,ZONE,Chendayad
Ranchi,Ranchi,ZONE,Kharta
Ranchi,Ranchi,ZONE,Reladih
Nellore,Nellore,ZONE,Bhyravaram
Nellore,Nellore,ZONE,Talvaipadu
Thrissur,Thrissur,ZONE,Pootharakkal
Salem,Salem,ZONE,Suramangalam Railway Colony
Aurangabad,Aurangabad,ZONE,Bharadi
East Khasi Hills,Shillong-East Khasi Hills,ZONE,Mawsynram
Ernakulam,Tripunithura,ZONE,Madakkathanam
Kannur,Kannur,ZONE,Punnad
Kottayam,Kottayam,ZONE,Devagiri
Warangal,Warangal,ZONE,Narsaipalli
Bangalore,JP Nagar,ZONE,JP Nagar 8 Phase
Kozhikode,Kozhikode,ZONE,Kannancheri
Chittoor,Chittoor,ZONE,Melamdoddi
Allahabad,Allahabad,ZONE,Hathigahan
Guwahati,Guwahati,ZONE,Binovanagar
Allahabad,Allahabad,ZONE,Ramgarh Kothari
Aurangabad,Aurangabad,ZONE,Warud KH
Warangal,Warangal,ZONE,Datla
